customerid,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,cluster_id,country,first_purchase_date,last_purchase_date,PCA1,PCA2
14772,112,1,139.26,2,1,1,211,Hibernating,1,United Kingdom,2011-08-19 15:04:00,2011-08-19 15:04:00,-1.71289956178993,-0.28028776013750006
18209,29,1,139.1,4,1,1,411,Recent Customers,0,United Kingdom,2011-11-11 12:07:00,2011-11-11 12:07:00,-1.2068386597932381,-1.1214231737711662
15135,239,1,139.05,1,1,1,111,Lost,1,United Kingdom,2011-04-14 19:16:00,2011-04-14 19:16:00,-2.0013504262779462,0.19667944663051046
13273,113,1,138.98,2,1,1,211,Hibernating,1,United Kingdom,2011-08-18 14:02:00,2011-08-18 14:02:00,-1.7172127040229352,-0.27543017080067994
12902,265,1,138.68,1,1,1,111,Lost,1,United Kingdom,2011-03-20 12:06:00,2011-03-20 12:06:00,-2.0418960777643607,0.2609209652170795
14581,17,1,138.6,4,1,1,411,Recent Customers,0,United Kingdom,2011-11-23 12:39:00,2011-11-23 12:39:00,-1.0133995225630559,-1.446555996203137
17122,119,1,138.32,2,1,1,211,Hibernating,1,United Kingdom,2011-08-12 14:33:00,2011-08-12 14:33:00,-1.739047551252457,-0.24463478009368816
13716,269,1,138.28,1,1,1,111,Lost,1,United Kingdom,2011-03-15 13:49:00,2011-03-15 13:49:00,-2.048957428052053,0.2693384066976167
15663,106,1,138.14,2,1,1,211,Hibernating,1,United Kingdom,2011-08-25 15:50:00,2011-08-25 15:50:00,-1.6958595494391813,-0.3177945653173956
16050,174,1,137.9,2,1,1,211,Hibernating,1,United Kingdom,2011-06-19 11:44:00,2011-06-19 11:44:00,-1.8846047624622955,-0.0065540300850111186
13279,78,1,137.75,2,1,1,211,Hibernating,1,United Kingdom,2011-09-22 17:24:00,2011-09-22 17:24:00,-1.5812995122294895,-0.5111409313955987
17709,170,1,137.45,2,1,1,211,Hibernating,1,United Kingdom,2011-06-23 11:55:00,2011-06-23 11:55:00,-1.8773106800436723,-0.022394003353677305
15836,50,1,137.37,3,1,1,311,Need Attention,1,United Kingdom,2011-10-20 17:13:00,2011-10-20 17:13:00,-1.415429067999936,-0.7895641914231813
14483,282,1,137.1,1,1,1,111,Lost,1,United Kingdom,2011-03-03 10:26:00,2011-03-03 10:26:00,-2.0709550876387137,0.29605046721411643
17468,10,2,137.0,5,1,1,511,Recent Customers,0,United Kingdom,2011-11-25 12:52:00,2011-11-29 15:33:00,-0.46385077741407177,-1.6078544679334166
15691,252,1,136.8,1,1,1,111,Lost,1,United Kingdom,2011-04-01 15:13:00,2011-04-01 15:13:00,-2.02918052819698,0.22422121823744412
14247,278,1,136.77,1,1,1,111,Lost,1,United Kingdom,2011-03-06 15:21:00,2011-03-06 15:21:00,-2.0666516869269507,0.2861549822455697
16462,74,3,136.0,2,2,1,221,Hibernating,1,United Kingdom,2011-03-01 08:58:00,2011-09-27 10:24:00,-0.9402675552729794,-0.28356036691199105
16412,54,1,135.99,3,1,1,311,Need Attention,1,United Kingdom,2011-10-17 12:35:00,2011-10-17 12:35:00,-1.4490254180990998,-0.7453477824695393
12968,112,1,135.95,2,1,1,211,Hibernating,1,United Kingdom,2011-08-19 15:44:00,2011-08-19 15:44:00,-1.7242233199045807,-0.288985668103451
15042,199,1,135.93,1,1,1,111,Lost,1,United Kingdom,2011-05-24 16:25:00,2011-05-24 16:25:00,-1.942386517041289,0.07289387093069785
14889,336,1,135.9,1,1,1,111,Lost,1,United Kingdom,2011-01-07 15:19:00,2011-01-07 15:19:00,-2.1418038144942777,0.4035799855361595
15419,25,1,135.86,4,1,1,411,Recent Customers,0,United Kingdom,2011-11-15 09:23:00,2011-11-15 09:23:00,-1.1632686903449008,-1.2206615676324852
15174,323,1,135.75,1,1,1,111,Lost,1,United Kingdom,2011-01-21 09:06:00,2011-01-21 09:06:00,-2.127296049168704,0.3782420448734391
16114,171,1,135.75,2,1,1,211,Hibernating,1,United Kingdom,2011-06-22 10:13:00,2011-06-22 10:13:00,-1.8853961809974127,-0.023197248028704525
16665,362,1,135.4,1,1,1,111,Lost,1,United Kingdom,2010-12-12 14:03:00,2010-12-12 14:03:00,-2.1719287983290188,0.4493614211805879
17972,242,1,135.19,1,1,1,111,Lost,1,United Kingdom,2011-04-12 12:16:00,2011-04-12 12:16:00,-2.0193477559748962,0.19437555228309653
13364,71,1,134.96,3,1,1,311,Need Attention,1,United Kingdom,2011-09-29 18:13:00,2011-09-29 18:13:00,-1.5554886104008536,-0.5773566942314603
16055,221,1,134.8,1,1,1,111,Lost,1,United Kingdom,2011-05-03 09:26:00,2011-05-03 09:26:00,-1.9861809867248892,0.1360334033570273
14340,219,1,134.7,1,1,1,111,Lost,1,United Kingdom,2011-05-05 09:44:00,2011-05-05 09:44:00,-1.9830732535091566,0.13002809735193974
15562,352,1,134.55,1,1,1,111,Lost,1,United Kingdom,2010-12-23 09:55:00,2010-12-23 09:55:00,-2.1642217959301377,0.429375860453342
14174,33,1,134.46,4,1,1,411,Recent Customers,1,United Kingdom,2011-11-06 13:17:00,2011-11-06 13:17:00,-1.2706203178865574,-1.054344187947633
12837,173,1,134.1,2,1,1,211,Hibernating,1,United Kingdom,2011-06-19 16:07:00,2011-06-19 16:07:00,-1.8955682594875773,-0.020289575314317628
14280,197,1,134.04,1,1,1,111,Lost,1,United Kingdom,2011-05-27 10:37:00,2011-05-27 10:37:00,-1.945137509446153,0.06146059394346801
16424,191,1,133.56,1,1,1,111,Lost,1,United Kingdom,2011-06-01 13:40:00,2011-06-01 13:40:00,-1.9350711868227872,0.040656463844356554
14349,10,1,133.5,5,1,1,511,Recent Customers,0,United Kingdom,2011-11-29 15:39:00,2011-11-29 15:39:00,-0.8429211321252442,-1.7723091032280744
12445,22,1,133.4,4,1,1,411,Recent Customers,0,Spain,2011-11-17 18:43:00,2011-11-17 18:43:00,-1.125035118407748,-1.304989545581533
17881,304,1,133.35,1,1,1,111,Lost,1,United Kingdom,2011-02-08 17:16:00,2011-02-08 17:16:00,-2.1126066941925012,0.3334835564777004
15709,284,1,133.25,1,1,1,111,Lost,1,United Kingdom,2011-03-01 10:38:00,2011-03-01 10:38:00,-2.0870516548678286,0.29021719139668295
17647,65,1,133.06,3,1,1,311,Need Attention,1,United Kingdom,2011-10-05 15:38:00,2011-10-05 15:38:00,-1.5289233544768843,-0.6376418721587883
12512,66,2,132.18,3,1,1,311,Need Attention,1,Israel,2011-10-04 14:53:00,2011-10-04 14:55:00,-1.170900975672303,-0.47540900812588177
17785,53,1,131.94,3,1,1,311,Need Attention,1,United Kingdom,2011-10-17 13:43:00,2011-10-17 13:43:00,-1.4562455071960987,-0.7679097426970057
14438,306,1,131.9,1,1,1,111,Lost,1,United Kingdom,2011-02-06 14:56:00,2011-02-06 14:56:00,-2.1202486591475034,0.3336748276663054
12851,97,1,131.81,2,1,1,211,Hibernating,1,United Kingdom,2011-09-04 12:41:00,2011-09-04 12:41:00,-1.6843738843189777,-0.39045077952751367
17455,204,1,131.7,1,1,1,111,Lost,1,United Kingdom,2011-05-20 12:31:00,2011-05-20 12:31:00,-1.9666975279727787,0.07711907208853894
14795,166,1,131.45,2,1,1,211,Hibernating,1,United Kingdom,2011-06-26 13:04:00,2011-06-26 13:04:00,-1.8892758890264865,-0.05353482333894329
15844,46,1,130.74,3,1,1,311,Need Attention,1,United Kingdom,2011-10-24 15:19:00,2011-10-24 15:19:00,-1.4075097227919844,-0.8592256124144285
16679,366,1,129.75,1,1,1,111,Lost,1,United Kingdom,2010-12-08 13:51:00,2010-12-08 13:51:00,-2.196174101097188,0.44090120058748067
16611,186,1,129.49,1,1,1,111,Lost,1,United Kingdom,2011-06-06 15:46:00,2011-06-06 15:46:00,-1.9395545235727554,0.012742927227185188
16623,246,1,129.45,1,1,1,111,Lost,1,United Kingdom,2011-04-08 10:09:00,2011-04-08 10:09:00,-2.0460021892050766,0.18904276978442752
15276,66,1,128.63,3,1,1,311,Need Attention,1,United Kingdom,2011-10-04 16:39:00,2011-10-04 16:39:00,-1.5506009482524217,-0.6403472600981802
16828,93,2,128.5,2,1,1,211,Hibernating,1,United Kingdom,2011-08-19 13:24:00,2011-09-07 15:10:00,-1.3135325036756045,-0.2709622098856835
17297,17,1,128.18,4,1,1,411,Recent Customers,0,United Kingdom,2011-11-22 14:43:00,2011-11-22 14:43:00,-1.050181860154697,-1.474808929894003
15543,288,1,127.86,1,1,1,111,Lost,1,United Kingdom,2011-02-24 15:26:00,2011-02-24 15:26:00,-2.111805317298568,0.2841286090959434
17359,11,1,127.86,5,1,1,511,Recent Customers,0,United Kingdom,2011-11-28 14:37:00,2011-11-28 14:37:00,-0.8964710167585956,-1.7327511268740388
13781,251,1,127.84,1,1,1,111,Lost,1,United Kingdom,2011-04-03 12:08:00,2011-04-03 12:08:00,-2.059546105548253,0.19722438175991908
15578,162,1,127.1,2,1,1,211,Hibernating,1,United Kingdom,2011-06-30 13:03:00,2011-06-30 13:03:00,-1.8958488317728635,-0.08106595975272621
15923,373,1,127.08,1,1,1,111,Lost,1,United Kingdom,2010-12-02 12:16:00,2010-12-02 12:16:00,-2.213174345750101,0.4453644775637609
14962,271,1,126.7,1,1,1,111,Lost,1,United Kingdom,2011-03-14 09:42:00,2011-03-14 09:42:00,-2.0929345175662637,0.24240306591307878
16414,22,2,126.25,4,1,1,411,Recent Customers,0,United Kingdom,2011-03-04 13:27:00,2011-11-18 09:42:00,-0.7840661304789288,-1.1698010053671895
15463,29,1,126.14,4,1,1,411,Recent Customers,0,United Kingdom,2011-11-10 12:57:00,2011-11-10 12:57:00,-1.2528638075246066,-1.1567756155165265
16988,5,1,126.12,5,1,1,511,Recent Customers,0,United Kingdom,2011-12-04 16:02:00,2011-12-04 16:02:00,-0.6381363331390876,-2.177113366748204
12814,102,1,125.92,2,1,1,211,Hibernating,1,Poland,2011-08-30 12:11:00,2011-08-30 12:11:00,-1.7248915956967952,-0.37542641533101057
13522,30,1,125.8,4,1,1,411,Recent Customers,0,United Kingdom,2011-11-09 15:11:00,2011-11-09 15:11:00,-1.2666591478762104,-1.1369642361111443
14861,52,1,125.79,3,1,1,311,Need Attention,1,United Kingdom,2011-10-18 12:54:00,2011-10-18 12:54:00,-1.4715638710835184,-0.7970101571086591
14890,254,1,125.65,1,1,1,111,Lost,1,United Kingdom,2011-03-31 11:57:00,2011-03-31 11:57:00,-2.0721957429850764,0.19848276958889788
15017,34,1,125.58,3,1,1,311,Need Attention,1,United Kingdom,2011-11-06 10:33:00,2011-11-06 10:33:00,-1.3138421347414695,-1.0606616822766803
12531,15,1,125.22,4,1,1,411,Recent Customers,0,Germany,2011-11-25 11:12:00,2011-11-25 11:12:00,-1.0161800744273182,-1.5579182118271526
17148,52,1,124.88,3,1,1,311,Need Attention,1,United Kingdom,2011-10-19 09:59:00,2011-10-19 09:59:00,-1.4749792621004032,-0.7996335579647904
16849,187,1,124.57,1,1,1,111,Lost,1,United Kingdom,2011-06-06 09:16:00,2011-06-06 09:16:00,-1.9598151776362986,0.002126381351848727
16569,3,1,124.2,5,1,1,511,Recent Customers,0,United Kingdom,2011-12-06 15:32:00,2011-12-06 15:32:00,-0.49046567522057394,-2.4396950991942403
14495,51,2,123.8,3,1,1,311,Need Attention,1,United Kingdom,2011-08-10 14:13:00,2011-10-20 12:28:00,-1.1048989640959008,-0.6597486871409448
16658,368,1,123.24,1,1,1,111,Lost,1,United Kingdom,2010-12-06 13:47:00,2010-12-06 13:47:00,-2.2224662190225777,0.42574589838232585
15917,248,1,123.1,1,1,1,111,Lost,1,United Kingdom,2011-04-06 10:40:00,2011-04-06 10:40:00,-2.0727442970838394,0.17598054433996022
13519,78,1,122.75,2,1,1,211,Hibernating,1,United Kingdom,2011-09-22 18:24:00,2011-09-22 18:24:00,-1.635547816225273,-0.5528096734057075
13876,64,1,122.7,3,1,1,311,Need Attention,1,United Kingdom,2011-10-07 10:22:00,2011-10-07 10:22:00,-1.5612266799726586,-0.6766127603449038
13638,16,1,122.64,4,1,1,411,Recent Customers,0,United Kingdom,2011-11-24 10:38:00,2011-11-24 10:38:00,-1.0491309612041417,-1.5270077443484709
16073,297,1,122.4,1,1,1,111,Lost,1,United Kingdom,2011-02-15 15:41:00,2011-02-15 15:41:00,-2.1440487429043555,0.28780101057087204
18018,108,2,122.14,2,1,1,211,Hibernating,1,United Kingdom,2011-05-24 13:22:00,2011-08-23 17:37:00,-1.3939664737749284,-0.19544698668939353
13244,93,1,121.74,2,1,1,211,Hibernating,1,United Kingdom,2011-09-08 11:46:00,2011-09-08 11:46:00,-1.7058427505525677,-0.44558655760012306
13182,45,1,121.18,3,1,1,311,Need Attention,1,United Kingdom,2011-10-25 13:46:00,2011-10-25 13:46:00,-1.4350148645387752,-0.9002964681950223
15049,274,1,121.17,1,1,1,111,Lost,1,United Kingdom,2011-03-11 12:13:00,2011-03-11 12:13:00,-2.1181156486941757,0.2332333146991742
14413,362,1,121.05,1,1,1,111,Lost,1,United Kingdom,2010-12-12 13:37:00,2010-12-12 13:37:00,-2.2246363800157303,0.4088761255766732
15512,156,2,121.0,2,1,1,211,Hibernating,1,United Kingdom,2010-12-15 12:01:00,2011-07-07 10:20:00,-1.5377668131003432,0.032487484249096366
13002,318,1,120.95,1,1,1,111,Lost,1,United Kingdom,2011-01-25 15:18:00,2011-01-25 15:18:00,-2.1756664087698856,0.3266656434937189
17446,177,2,120.9,2,1,1,211,Hibernating,1,United Kingdom,2011-02-02 14:40:00,2011-06-16 10:42:00,-1.5861107924142608,0.11177171574579367
14165,276,1,120.44,1,1,1,111,Lost,1,United Kingdom,2011-03-09 12:39:00,2011-03-09 12:39:00,-2.123725473158611,0.23564432254063397
18015,4,1,120.03,5,1,1,511,Recent Customers,0,United Kingdom,2011-12-05 14:49:00,2011-12-05 14:49:00,-0.5917676162629861,-2.3105734535826037
14259,142,1,120.0,2,1,1,211,Hibernating,1,United Kingdom,2011-07-21 10:44:00,2011-07-21 10:44:00,-1.8728798297405345,-0.1848188699169216
14314,107,1,120.0,2,1,1,211,Hibernating,1,United Kingdom,2011-08-25 10:39:00,2011-08-25 10:39:00,-1.7656478703806997,-0.36277317087355293
14453,190,1,119.93,1,1,1,111,Lost,1,United Kingdom,2011-06-02 14:15:00,2011-06-02 14:15:00,-1.9837154366944942,-0.0015503251705012125
16542,54,1,119.62,3,1,1,311,Need Attention,1,United Kingdom,2011-10-17 10:47:00,2011-10-17 10:47:00,-1.5093677927884832,-0.7916974497956306
15266,338,1,119.3,1,1,1,111,Lost,1,United Kingdom,2011-01-05 13:40:00,2011-01-05 13:40:00,-2.2053545119752918,0.36025328021489494
16666,19,1,118.98,4,1,1,411,Recent Customers,0,United Kingdom,2011-11-20 14:01:00,2011-11-20 14:01:00,-1.125460794174684,-1.4349251572851704
15843,304,1,118.95,1,1,1,111,Lost,1,United Kingdom,2011-02-09 10:19:00,2011-02-09 10:19:00,-2.16636329631244,0.2921924962954336
17079,78,1,118.8,2,1,1,211,Hibernating,1,United Kingdom,2011-09-22 15:34:00,2011-09-22 15:34:00,-1.6509292877824708,-0.5646243574205758
14155,266,1,118.75,1,1,1,111,Lost,1,United Kingdom,2011-03-18 14:13:00,2011-03-18 14:13:00,-2.116324699418331,0.20723124305525026
14076,129,1,118.67,2,1,1,211,Hibernating,1,United Kingdom,2011-08-02 15:19:00,2011-08-02 15:19:00,-1.8417121788750352,-0.24926481473157183
13581,309,1,118.0,1,1,1,111,Lost,1,United Kingdom,2011-02-03 14:41:00,2011-02-03 14:41:00,-2.1763450289219137,0.29960465495237837
12929,312,1,117.85,1,1,1,111,Lost,1,United Kingdom,2011-02-01 12:08:00,2011-02-01 12:08:00,-2.180622062913415,0.305250653081006
17654,277,1,117.55,1,1,1,111,Lost,1,United Kingdom,2011-03-07 13:17:00,2011-03-07 13:17:00,-2.136522318277981,0.2291567355569995
16959,87,1,117.35,2,1,1,211,Hibernating,1,United Kingdom,2011-09-13 15:03:00,2011-09-13 15:03:00,-1.6979166138578852,-0.5006647154501288
13877,86,1,117.24,2,1,1,211,Hibernating,1,United Kingdom,2011-09-14 15:49:00,2011-09-14 15:49:00,-1.6939917820616548,-0.5082484417488435
17117,288,1,116.2,1,1,1,111,Lost,1,United Kingdom,2011-02-24 13:54:00,2011-02-24 13:54:00,-2.156776443174614,0.2495857735783805
17601,239,1,116.01,1,1,1,111,Lost,1,United Kingdom,2011-04-14 18:02:00,2011-04-14 18:02:00,-2.086575194058493,0.1312173289245806
14143,134,1,115.8,2,1,1,211,Hibernating,1,United Kingdom,2011-07-29 09:48:00,2011-07-29 09:48:00,-1.8676389800685347,-0.23418088357125294
15350,373,1,115.65,1,1,1,111,Lost,1,United Kingdom,2010-12-01 13:33:00,2010-12-01 13:33:00,-2.257497018216222,0.4113197265180337
13067,82,1,115.46,2,1,1,211,Hibernating,1,United Kingdom,2011-09-18 13:38:00,2011-09-18 13:38:00,-1.6832043585594207,-0.543610692129174
18027,99,1,115.31,2,1,1,211,Hibernating,1,United Kingdom,2011-09-02 10:38:00,2011-09-02 10:38:00,-1.7549929893327498,-0.42595908120209974
14972,128,1,114.77,2,1,1,211,Hibernating,1,United Kingdom,2011-08-03 14:54:00,2011-08-03 14:54:00,-1.854472327174501,-0.26622709239624914
13188,11,1,114.6,5,1,1,511,Recent Customers,0,United Kingdom,2011-11-28 15:28:00,2011-11-28 15:28:00,-0.9479598474424714,-1.7723002859101509
14632,263,1,114.56,1,1,1,111,Lost,1,United Kingdom,2011-03-22 08:49:00,2011-03-22 08:49:00,-2.12889598728568,0.18709641768217708
16247,170,1,114.56,2,1,1,211,Hibernating,1,United Kingdom,2011-06-22 14:23:00,2011-06-22 14:23:00,-1.9629997758185482,-0.08821277669634878
17852,12,2,114.34,5,1,1,511,Recent Customers,0,United Kingdom,2011-11-28 12:31:00,2011-11-28 12:36:00,-0.6127141007694904,-1.5672799940457376
17219,32,1,114.23,4,1,1,411,Recent Customers,1,United Kingdom,2011-11-08 11:25:00,2011-11-08 11:25:00,-1.3359094351894356,-1.1321777373147182
14652,77,1,114.18,2,1,1,211,Hibernating,1,United Kingdom,2011-09-23 14:21:00,2011-09-23 14:21:00,-1.6647103882742909,-0.587023350883293
12938,26,1,114.14,4,1,1,411,Recent Customers,0,United Kingdom,2011-11-14 11:21:00,2011-11-14 11:21:00,-1.2596241125894416,-1.2596746648498958
14582,41,1,114.11,3,1,1,311,Need Attention,1,United Kingdom,2011-10-30 11:56:00,2011-10-30 11:56:00,-1.4285268999885916,-0.9796759326112991
12651,335,1,114.0,1,1,1,111,Lost,1,France,2011-01-09 12:46:00,2011-01-09 12:46:00,-2.2233227391979296,0.3382084882854557
14457,311,1,113.64,1,1,1,111,Lost,1,United Kingdom,2011-02-02 09:39:00,2011-02-02 09:39:00,-2.196500283029146,0.29008687894925783
15445,264,1,113.5,1,1,1,111,Lost,1,United Kingdom,2011-03-20 15:06:00,2011-03-20 15:06:00,-2.134709584276448,0.1861369917844338
17217,234,1,113.5,1,1,1,111,Lost,1,United Kingdom,2011-04-19 17:19:00,2011-04-19 17:19:00,-2.088814697103796,0.10997320056910877
18105,38,1,113.48,3,1,1,311,Need Attention,1,United Kingdom,2011-11-02 12:04:00,2011-11-02 12:04:00,-1.4028199956890042,-1.0286544100818458
16913,290,1,113.44,1,1,1,111,Lost,1,United Kingdom,2011-02-22 12:56:00,2011-02-22 12:56:00,-2.170710622803304,0.24527833375145913
15280,172,1,113.12,2,1,1,211,Hibernating,1,United Kingdom,2011-06-20 17:14:00,2011-06-20 17:14:00,-1.973387265261267,-0.08540823101802165
14689,209,1,112.8,1,1,1,111,Lost,1,United Kingdom,2011-05-15 11:22:00,2011-05-15 11:22:00,-2.048755996825345,0.03643595956724874
13161,313,1,112.75,1,1,1,111,Lost,1,United Kingdom,2011-01-30 14:03:00,2011-01-30 14:03:00,-2.20263661150041,0.2912990928728641
16697,241,1,112.75,1,1,1,111,Lost,1,United Kingdom,2011-04-12 17:12:00,2011-04-12 17:12:00,-2.1031432224539484,0.12618715606532832
13807,367,1,112.6,1,1,1,111,Lost,1,United Kingdom,2010-12-07 15:48:00,2010-12-07 15:48:00,-2.2638815290297267,0.391417762591432
18129,243,1,112.55,1,1,1,111,Lost,1,United Kingdom,2011-04-10 14:16:00,2011-04-10 14:16:00,-2.107121670555424,0.13076384203284988
15610,52,1,112.46,3,1,1,311,Need Attention,1,United Kingdom,2011-10-19 10:36:00,2011-10-19 10:36:00,-1.5242339347711693,-0.8374666347089047
17038,30,1,112.4,4,1,1,411,Recent Customers,1,United Kingdom,2011-11-09 13:50:00,2011-11-09 13:50:00,-1.3196174166211192,-1.177642087308209
14271,226,1,112.32,1,1,1,111,Lost,1,United Kingdom,2011-04-28 12:47:00,2011-04-28 12:47:00,-2.0804958541761396,0.08424366990748583
17967,372,1,112.27,1,1,1,111,Lost,1,United Kingdom,2010-12-03 11:19:00,2010-12-03 11:19:00,-2.2704161689983704,0.3989135051270068
17900,190,2,112.2,1,1,1,111,Lost,1,United Kingdom,2011-06-02 14:28:00,2011-06-02 14:38:00,-1.6481465719868398,0.12949031870881586
12756,87,1,112.08,2,1,1,211,Hibernating,1,Japan,2011-09-14 09:31:00,2011-09-14 09:31:00,-1.7195147803721988,-0.5172545138785969
13193,61,1,112.08,3,1,1,311,Need Attention,1,United Kingdom,2011-10-09 14:30:00,2011-10-09 14:30:00,-1.585738151749534,-0.7392604025427757
17957,66,1,111.68,3,1,1,311,Need Attention,1,United Kingdom,2011-10-04 14:58:00,2011-10-04 14:58:00,-1.6170454551810882,-0.6913840449055854
17887,129,1,111.35,2,1,1,211,Hibernating,1,United Kingdom,2011-08-02 17:29:00,2011-08-02 17:29:00,-1.8716403827066468,-0.27225300998247404
18120,214,1,111.15,1,1,1,111,Lost,1,United Kingdom,2011-05-09 13:45:00,2011-05-09 13:45:00,-2.0646697654022033,0.04603348759939182
13508,244,1,110.97,1,1,1,111,Lost,1,United Kingdom,2011-04-10 11:58:00,2011-04-10 11:58:00,-2.1153280420806277,0.1282532940813856
13144,333,1,110.95,1,1,1,111,Lost,1,United Kingdom,2011-01-11 11:15:00,2011-01-11 11:15:00,-2.233787346960894,0.324634051734914
15537,163,1,110.92,2,1,1,211,Hibernating,1,United Kingdom,2011-06-29 13:10:00,2011-06-29 13:10:00,-1.9622089633287036,-0.12636603389198628
15853,52,1,110.8,3,1,1,311,Need Attention,1,United Kingdom,2011-10-19 10:38:00,2011-10-19 10:38:00,-1.5312224145380133,-0.8428345658514179
16963,187,1,110.55,1,1,1,111,Lost,1,United Kingdom,2011-06-05 13:48:00,2011-06-05 13:48:00,-2.015950668145408,-0.04099193017761062
14641,22,1,110.46,4,1,1,411,Recent Customers,0,United Kingdom,2011-11-18 10:42:00,2011-11-18 10:42:00,-1.213775534140051,-1.373152072640564
12734,353,1,110.4,1,1,1,111,Lost,1,France,2010-12-22 12:47:00,2010-12-22 12:47:00,-2.2583380158134587,0.3597074648709853
16792,282,2,110.38,1,1,1,111,Lost,1,United Kingdom,2011-03-02 14:39:00,2011-03-02 14:41:00,-1.8060233492140219,0.3728339274651856
17901,29,1,110.38,4,1,1,411,Recent Customers,0,United Kingdom,2011-11-10 17:29:00,2011-11-10 17:29:00,-1.315614058368656,-1.2049748000236318
18277,58,1,110.38,3,1,1,311,Need Attention,1,United Kingdom,2011-10-12 15:22:00,2011-10-12 15:22:00,-1.573974611366098,-0.7762185609517788
17746,240,1,110.25,1,1,1,111,Lost,1,United Kingdom,2011-04-13 14:31:00,2011-04-13 14:31:00,-2.1120986717660326,0.11546839697771719
17836,47,1,110.21,3,1,1,311,Need Attention,1,United Kingdom,2011-10-23 16:13:00,2011-10-23 16:13:00,-1.4958787655505421,-0.9075789431667223
13133,274,2,109.8,1,1,1,111,Lost,1,United Kingdom,2011-02-08 15:48:00,2011-03-11 10:31:00,-1.7975448188911893,0.352753796636658
16363,53,1,109.36,3,1,1,311,Need Attention,1,United Kingdom,2011-10-17 14:14:00,2011-10-17 14:14:00,-1.5445096352422099,-0.8357064277433527
14699,214,1,109.13,1,1,1,111,Lost,1,United Kingdom,2011-05-09 14:54:00,2011-05-09 14:54:00,-2.0732879100541726,0.039413792241973646
14345,39,1,108.98,3,1,1,311,Need Attention,1,United Kingdom,2011-11-01 09:51:00,2011-11-01 09:51:00,-1.4315057463080436,-1.0272097196795371
13170,27,1,108.81,4,1,1,411,Recent Customers,0,United Kingdom,2011-11-13 12:19:00,2011-11-13 12:19:00,-1.2959901162266874,-1.2538821666803583
17639,276,1,108.5,1,1,1,111,Lost,1,United Kingdom,2011-03-08 15:22:00,2011-03-08 15:22:00,-2.172798565157286,0.19795071998505784
16106,66,1,108.38,3,1,1,311,Need Attention,1,United Kingdom,2011-10-05 10:37:00,2011-10-05 10:37:00,-1.6311392005255834,-0.7022096117060072
13226,273,1,108.21,1,1,1,111,Lost,1,United Kingdom,2011-03-11 14:35:00,2011-03-11 14:35:00,-2.1698962564431414,0.190081699768711
12956,306,1,108.07,1,1,1,111,Lost,1,United Kingdom,2011-02-06 16:08:00,2011-02-06 16:08:00,-2.213945158277011,0.26170547633356517
14661,27,1,107.95,4,1,1,411,Recent Customers,0,United Kingdom,2011-11-13 11:51:00,2011-11-13 11:51:00,-1.2997181824295414,-1.2567457369187092
17274,35,1,107.82,3,1,1,311,Need Attention,1,United Kingdom,2011-11-04 13:16:00,2011-11-04 13:16:00,-1.3962858960727793,-1.0978633321623807
16784,20,1,107.6,4,1,1,411,Recent Customers,0,United Kingdom,2011-11-20 12:20:00,2011-11-20 12:20:00,-1.1913498737873467,-1.4402896108450565
15395,326,1,107.45,1,1,1,111,Lost,1,United Kingdom,2011-01-18 12:40:00,2011-01-18 12:40:00,-2.240756968395326,0.29963850870203346
17893,225,1,107.21,1,1,1,111,Lost,1,United Kingdom,2011-04-28 13:50:00,2011-04-28 13:50:00,-2.1006877603289116,0.06463975610179223
16757,319,1,106.83,1,1,1,111,Lost,1,United Kingdom,2011-01-25 11:59:00,2011-01-25 11:59:00,-2.23520933434803,0.2838325575818336
15168,26,1,106.56,4,1,1,411,Recent Customers,0,United Kingdom,2011-11-14 11:26:00,2011-11-14 11:26:00,-1.291914081415441,-1.2844769587728468
15070,373,1,106.2,1,1,1,111,Lost,1,United Kingdom,2010-12-02 11:23:00,2010-12-02 11:23:00,-2.297554509516057,0.38055110984985663
17791,30,1,106.1,4,1,1,411,Recent Customers,1,United Kingdom,2011-11-10 12:09:00,2011-11-10 12:09:00,-1.3467193962758195,-1.1984594274831701
16581,183,1,105.84,1,1,1,111,Lost,1,United Kingdom,2011-06-10 10:05:00,2011-06-10 10:05:00,-2.028190664062525,-0.07033745306350606
15775,245,1,104.9,1,1,1,111,Lost,1,United Kingdom,2011-04-08 12:56:00,2011-04-08 12:56:00,-2.1433114483914806,0.11053633021270652
14027,61,1,104.82,3,1,1,311,Need Attention,1,United Kingdom,2011-10-10 09:01:00,2011-10-10 09:01:00,-1.6172012158045066,-0.7634275414648715
15607,337,1,104.76,1,1,1,111,Lost,1,United Kingdom,2011-01-07 12:44:00,2011-01-07 12:44:00,-2.265304948451871,0.31146506807975954
15958,74,1,104.35,2,1,1,211,Hibernating,1,United Kingdom,2011-09-26 13:41:00,2011-09-26 13:41:00,-1.692026614654649,-0.6443766992598198
18174,7,1,104.0,5,1,1,511,Recent Customers,0,United Kingdom,2011-12-02 16:56:00,2011-12-02 16:56:00,-0.8386751841806557,-2.064366739358261
17548,234,1,103.3,1,1,1,111,Lost,1,United Kingdom,2011-04-20 12:01:00,2011-04-20 12:01:00,-2.1330550517868163,0.07599167875294732
